id,description,year,dateBegan,daterestoration,respondent,geographicAreas,NERCRegion,tags,beginTime,restorationTime,numCustomersAffected,demandLoss
847,Public Appeal,2010,8/4/2010,8/4/2010,Southwestern Public Service Company,Texas,SPP,public appeal,12:00:00,22:00:00,,
848,Severe Weather,2010,8/4/2010,8/6/2010,American Electric Power,West Virginia,RFC,severe weather,17:00:00,04:00:00,37000.0,
849,Thunderstorm,2010,8/4/2010,8/7/2010,Allegheny Power,Pennsylvania,RFC,"severe weather, thunderstorm",16:45:00,00:00:00,11186.0,60.0
850,Fuel Supply,2010,8/2/2010,8/2/2010,California Department of Waters Resources,California,WECC,"fuel supply emergency, hydro",12:00:00,23:00:00,,
851,Public Appeal,2010,8/2/2010,8/4/2010,Cleco Power LLC,Louisiana,SERC,public appeal,12:45:00,11:00:00,,
852,Public Appeal,2010,8/2/2010,8/4/2010,Entergy,Louisiana,SERC,public appeal,12:45:00,11:00:00,,
853,Public Appeal,2010,8/2/2010,8/4/2010,Southwest Louisiana Electric Membership Corporation,Louisiana,SERC,public appeal,12:45:00,11:00:00,,
854,Public Appeal,2010,8/2/2010,8/4/2010,Lafayette Utilities Systems,Louisiana,SPP,public appeal,12:45:00,11:00:00,,
855,Thunderstorm,2010,7/29/2010,7/29/2010,Dominion - Virginia Power,Virginia,SERC,"severe weather, thunderstorm",17:43:00,20:07:00,55000.0,
856,Wild Fire,2010,7/29/2010,7/29/2010,Southern California Edison Company,California,WECC,"load shedding, wild fire",18:39:00,19:26:00,,522.0
857,Wild Fire,2010,7/29/2010,7/29/2010,California Independent System Operator,California,WECC,"load shedding, wild fire",18:39:00,19:26:00,,522.0
858,Severe Weather,2010,7/25/2010,7/30/2010,Potomac Electric Power Co,Washington,RFC,severe weather,15:10:00,23:30:00,297700.0,
859,Severe Weather,2010,7/25/2010,7/25/2010,Dominion - Virginia Power,Virginia,SERC,severe weather,16:11:00,20:06:00,81000.0,1000.0
860,Severe Weather,2010,7/25/2010,7/27/2010,Baltimore Gas and Electric,Maryland,RFC,severe weather,15:20:00,18:00:00,124000.0,480.0
861,Public Appeal,2010,7/23/2010,7/24/2010,Pacificorp,Utah,WECC,public appeal,10:00:00,23:55:00,,
862,Severe Weather,2010,7/23/2010,7/26/2010,Detroit Edison,Michigan,RFC,severe weather,19:30:00,18:30:00,82000.0,400.0
863,Thunderstorm,2010,7/21/2010,7/21/2010,ISO New England,Connecticut,NPCC,"severe weather, thunderstorm",18:44:00,20:00:00,50100.0,
864,Severe Weather,2010,7/17/2010,7/19/2010,Xcel Energy,Minnesota,MRO,"severe weather, tornado",20:30:00,22:00:00,63000.0,
865,Severe Weather,2010,7/15/2010,7/19/2010,Detroit Edison,Michigan,RFC,severe weather,19:00:00,23:30:00,127534.0,540.0
866,Transmission Equipment,2010,7/7/2010,7/7/2010,"PJM Interconnection, LLC",Pennsylvania,RFC,equipment failure,16:13:00,22:29:00,43903.0,
867,Transformer Outage,2010,7/6/2010,7/6/2010,Delmarva Power & Light Company,Delaware,RFC,equipment failure,03:47:00,04:37:00,18400.0,95.0
868,Electrical System Separation,2010,6/25/2010,6/26/2010,Pacific Gas and Electric,California,WECC,islanding,23:36:00,01:38:00,,
869,Thunderstorm,2010,6/24/2010,6/29/2010,PECO,Pennsylvania,RFC,"severe weather, thunderstorm",15:30:00,23:59:00,355000.0,
870,Thunderstorm,2010,6/24/2010,6/29/2010,Atlantic City Electric,New Jersey,RFC,"severe weather, thunderstorm",15:00:00,12:00:00,150000.0,
871,Severe Weather,2010,6/23/2010,6/25/2010,Commonwealth Edison,Illinois,RFC,severe weather,17:00:00,13:40:00,300000.0,
872,Thunderstorm,2010,6/23/2010,6/24/2010,Northern Indiana Public Service Company,Indiana,RFC,"severe weather, thunderstorm",17:48:00,02:21:00,53000.0,
873,Public Appeal,2010,6/22/2010,6/22/2010,Entergy,Arkansas,SERC,"public appeal, equipment failure",15:34:00,19:00:00,25159.0,84.0
874,Thunderstorm,2010,6/21/2010,6/22/2010,Duke Energy Midwest,Ohio,RFC,"severe weather, thunderstorm",13:48:00,20:31:00,50636.0,400.0
875,Severe Weather,2010,6/18/2010,6/22/2010,Detroit Edison,Michigan,RFC,severe weather,20:00:00,19:30:00,150000.0,
876,Severe Weather,2010,6/18/2010,6/20/2010,Commonwealth Edison,Illinois,RFC,severe weather,16:00:00,13:00:00,400000.0,
877,Severe Weather,2010,6/18/2010,6/21/2010,American Electric Power,Indiana,RFC,severe weather,20:00:00,10:45:00,79000.0,
878,Thunderstorm,2010,6/18/2010,6/19/2010,Consumers Energy,Michigan,RFC,"severe weather, thunderstorm",19:00:00,05:00:00,100000.0,
879,Thunderstorm,2010,6/18/2010,6/20/2010,Northern Indiana Public Service Company,Indiana,RFC,"severe weather, thunderstorm",15:30:00,00:30:00,94345.0,
880,Public Appeal,2010,6/17/2010,6/17/2010,Louisiana Energy and Power Authority,Louisiana,SPP,public appeal,08:30:00,17:47:00,,
881,Public Appeal,2010,6/17/2010,6/17/2010,Entergy,Louisiana,SERC,public appeal,09:30:00,17:17:00,,
882,Public Appeal,2010,6/17/2010,6/17/2010,Cleco Power LLC,Louisiana,SERC,public appeal,09:30:00,16:40:00,,
883,Public Appeal,2010,6/17/2010,6/17/2010,Southwest Louisiana Electric Membership Corporation,Louisiana,SPP,public appeal,09:30:00,16:40:00,,
884,Electrical System Separation,2010,6/17/2010,6/17/2010,Western Area Power Administration,Montana,MRO,islanding,10:49:00,11:02:00,,
885,Voltage Reduction,2010,6/16/2010,6/16/2010,Orange and Rockland Utilities,New York,NPCC,voltage reduction,11:11:00,11:32:00,,
886,System Interruption,2010,6/9/2010,6/9/2010,North Carolina Eastern Municipal Power Agency,North Carolina,SERC,transmission interruption,14:18:00,15:00:00,4196.0,
887,Thunderstorm,2010,6/8/2010,6/8/2010,Centerpoint Energy,Texas,TRE,"severe weather, thunderstorm",11:00:00,17:00:00,79741.0,
888,Firm Load,2010,6/7/2010,6/8/2010,Public Service Company of Colorado,Colorado,WECC,load shedding,18:29:00,01:00:00,31000.0,300.0
889,Electrical System Separation,2010,6/6/2010,6/6/2010,Pacific Gas and Electric,California,WECC,islanding,04:45:00,05:35:00,2650.0,3.0
890,Severe Weather,2010,6/2/2010,6/4/2010,CPS Energy,Texas,TRE,severe weather,20:18:00,08:00:00,126000.0,
891,Firm Load,2010,6/1/2010,6/18/2010,Southern Indiana Gas and Electric Company,Indiana,RFC,load shedding,22:03:00,00:30:00,1.0,500.0
892,Public Appeal,2010,5/26/2010,5/26/2010,Allegheny Power,Pennsylvania,"RFC, SERC",public appeal,11:45:00,15:00:00,,
893,Breaker Failure,2010,5/18/2010,5/18/2010,California Department of Water Resources,California,WECC,breaker trip,08:15:00,22:46:00,,318.0
894,Thunderstorm,2010,5/2/2010,5/9/2010,Tennesse Valley Authority,Tennessee,SERC,"severe weather, thunderstorm",14:40:00,19:30:00,50500.0,
895,System Interruption,2010,4/27/2010,4/27/2010,North Carolina Eastern Municipal Power Agency,North Carolina,SERC,transmission interruption,14:55:00,14:55:00,29376.0,
896,Generator Tripped,2010,4/21/2010,4/21/2010,Dow Chemical Co,Louisiana,SERC,generator trip,15:05:00,20:00:00,,
897,Severe Weather,2010,4/16/2010,4/18/2010,Allegheny Power,Pennsylvania,RFC,"severe weather, thunderstorm",17:15:00,17:00:00,120000.0,15.0
898,Firm Load,2010,3/31/2010,4/1/2010,San Diego Gas & Electric Company,California,WECC,load shedding,23:59:00,00:55:00,290000.0,324.0
899,Firm Load,2010,3/31/2010,4/1/2010,California Independent System Operator,California,WECC,load shedding,23:59:00,00:38:00,,324.0
900,Severe Weather,2010,3/13/2010,3/15/2010,ISO New England,Connecticut,NPCC,"severe weather, wind, rain",12:00:00,20:05:00,50246.0,50.0
901,Severe Weather,2010,3/13/2010,3/16/2010,Exelon Corporation/PECO,Pennsylvania,RFC,"severe weather, wind, rain",01:00:00,18:40:00,177528.0,
902,Severe Weather,2010,3/13/2010,3/17/2010,Long Island Power Authority,New York,NPCC,"severe weather, wind, rain",15:00:00,16:00:00,153000.0,
903,Severe Weather,2010,3/13/2010,3/20/2010,Public Service Electric & Gas Company,New Jersey,RFC,"severe weather, wind, rain",18:00:00,12:59:00,360000.0,100.0
904,Severe Weather,2010,3/13/2010,3/20/2010,Consolidated Edison of NY,New York,NPCC,"severe weather, wind, rain",18:00:00,09:00:00,173000.0,
905,Severe Weather,2010,3/13/2010,3/16/2010,Jersey Central Power and Light Company,New Jersey,RFC,"severe weather, wind, flooding",16:00:00,00:00:00,180000.0,
906,Severe Weather,2010,2/25/2010,2/26/2010,Orange and Rockland Utilities Inc,New York,,"severe weather, winter storm",00:01:00,21:00:00,65000.0,
907,Severe Weather,2010,2/25/2010,3/2/2010,Consolidated Edison of NY,New York,NPCC,"severe weather, winter storm",17:00:00,19:00:00,55000.0,
908,Severe Weather,2010,2/25/2010,3/1/2010,ISO New England,Maine,NPCC,"severe weather, winter storm",23:53:00,16:40:00,509606.0,510.0
909,Severe Weather,2010,2/23/2010,2/25/2010,Central Hudson Gas & Electric Corp,New York,NPCC,"severe weather, winter storm",22:00:00,16:00:00,150000.0,
910,Firm Load,2010,2/19/2010,2/20/2010,California Department of Water Resources,California,WECC,load shedding,20:30:00,04:01:00,,1000.0
911,Severe Weather,2010,2/14/2010,2/14/2010,Allegheny Power,Pennsylvania,RFC,"severe weather, winter storm",10:00:00,12:00:00,190000.0,900.0
912,Severe Weather,2010,2/12/2010,2/12/2010,American Electric Power,Texas,SPP,"severe weather, winter storm",05:00:00,17:00:00,52999.0,
913,Severe Weather,2010,2/11/2010,2/15/2010,Oncor Electric Delivery Company,Texas,TRE,"severe weather, winter storm",12:00:00,21:00:00,500000.0,
914,Severe Weather,2010,2/9/2010,2/14/2010,Exelon Corporation,Pennsylvania,RFC,"severe weather, winter storm",18:00:00,16:00:00,223000.0,
915,Severe Weather,2010,2/6/2010,2/6/2010,Delmarva Power & Light Company,Delaware,RFC,"severe weather, winter storm",08:00:00,09:00:00,58491.0,
916,Severe Weather,2010,2/6/2010,2/7/2010,Dominion,North Carolina,SERC,"severe weather, winter storm",02:30:00,07:00:00,104736.0,600.0
917,Severe Weather,2010,2/5/2010,2/7/2010,Duke Energy Carolinas,North Carolina,SERC,"severe weather, winter storm",18:48:00,17:00:00,74000.0,500.0
918,Severe Weather,2010,2/5/2010,2/13/2010,Atlantic City Electric,New Jersey,RFC,"severe weather, winter storm",15:00:00,16:00:00,221000.0,
919,Severe Weather,2010,2/5/2010,2/12/2010,Potomac Electric Power Co,Maryland,RFC,"severe weather, winter storm",19:00:00,15:46:00,97651.0,
920,Severe Weather,2010,2/5/2010,2/12/2010,Duquesne Light Company,Pennsylvania,RFC,"severe weather, winter storm",22:30:00,12:00:00,57000.0,
921,Severe Weather,2010,2/5/2010,2/7/2010,American Electric Power,Indiana,RFC,"severe weather, winter storm",23:30:00,02:38:00,102225.0,
922,Electrical System Separation,2010,2/1/2010,2/1/2010,Western Farmers Electric Cooperative,Oklahoma,SPP,"severe weather, winter storm, islanding",14:32:00,17:00:00,0.0,30.0
923,Severe Weather,2010,1/28/2010,2/2/2010,American Electric Power,Oklahoma,SPP,"severe weather, winter storm",12:00:00,12:00:00,68705.0,
924,Severe Weather,2010,1/20/2010,1/24/2010,Los Angeles Department of Water and Power,California,WECC,"severe weather, storm",13:00:00,18:10:00,147223.0,
925,Severe Weather,2010,1/19/2010,1/20/2010,San Diego Gas & Electric Company,California,WECC,"severe weather, storm",14:30:00,15:00:00,50000.0,2650.0
926,Severe Weather,2010,1/19/2010,1/19/2010,California ISO,California,WECC,"severe weather, storm",07:30:00,12:24:00,30000.0,300.0
927,Severe Weather,2010,1/18/2010,1/28/2010,Pacific Gas and Electric Company,California,WECC,"severe weather, storm",11:30:00,08:00:00,1700000.0,290.0
928,Public Appeal,2010,1/11/2010,1/11/2010,Progress Energy Florida,Florida,"FRCC, SERC","load shedding, public appeal",03:45:00,09:57:00,,
929,Public Appeal,2010,1/6/2010,1/8/2010,Southwest Louisiana Electric Membership Corporation,Louisiana,SERC,public appeal,18:00:00,18:00:00,,
930,Severe Weather,2009,12/18/2009,12/25/2009,American Electric Power,West Virginia,RFC,severe weather,20:00:00,21:30:00,403913.0,
931,Severe Weather,2009,12/18/2009,12/19/2009,Progress Energy Carolinas Inc,North Carolina,SERC,severe weather,22:55:00,23:15:00,47000.0,
932,Severe Weather,2009,12/10/2009,12/12/2009,Detroit Edison,Michigan,RFC,severe weather,17:45:00,08:00:00,65562.0,
933,Severe Weather,2009,12/9/2009,12/10/2009,American Electric Power,Ohio,RFC,severe weather,13:37:00,06:30:00,48102.0,
934,Public Appeal,2009,12/8/2009,12/8/2009,California Independent System Operator,California,WECC,"load shedding, public appeal",06:34:00,12:00:00,,
935,Severe Weather,2009,12/8/2009,12/10/2009,Arizona Public Service,Arizona,WECC,severe weather,01:00:00,11:00:00,140000.0,
936,Equipment Failure,2009,12/7/2009,12/8/2009,California Department of Water Resources,California,WECC,equipment failure,22:00:00,04:00:00,,400.0
937,Switching Failure,2009,11/18/2009,11/18/2009,California Dept of Water Resources,California,WECC,equipment failure,06:15:00,10:00:00,,630.0
938,Severe Weather,2009,11/12/2009,11/14/2009,Dominion VirginiaPower/Dominion North Carolina Power,North Carolina,SERC,"severe weather, hurricane/tropical storm",18:45:00,04:25:00,335000.0,400.0
939,Severe Weather,2009,10/13/2009,10/13/2009,Sacramento Municipal Utility District,California,WECC,"severe weather, wind",15:45:00,17:50:00,94000.0,90.0
940,Ice,2009,10/13/2009,10/13/2009,Western Area Power Administration Upper Great Plains Region,Wyoming,WECC,"severe weather, winter storm",12:48:00,14:34:00,35500.0,101.0
941,Severe Weather,2009,10/13/2009,10/13/2009,Pacific Gas and Electric,California,WECC,"severe weather, wind, rain",16:00:00,22:30:00,859554.0,350.0
942,System Interruption,2009,10/9/2009,10/9/2009,California Department of Water Resources,California,WECC,transmission interruption,18:30:00,19:10:00,,180.0
943,Severe Weather,2009,10/9/2009,10/11/2009,Entergy Corporation,Arkansas,SERC,"severe weather, winter storm",22:45:00,16:00:00,56000.0,
944,Severe Weather,2009,10/7/2009,10/9/2009,Detroit Edison,Michigan,RFC,"severe weather, storm",05:45:00,23:00:00,75000.0,
945,Public Appeal,2009,8/31/2009,8/31/2009,Los Angeles Department of Water and Power,California,WECC,public appeal,10:31:00,00:00:00,,
946,Electrical System Separation,2009,8/29/2009,8/29/2009,Western Area Power Administration Upper Great Plains Region,South Dakota,MRO,islanding,11:00:00,14:01:00,18.0,373.0
947,Electrical System Separation,2009,8/29/2009,8/29/2009,Midwest ISO,South Dakota,RFC,islanding,22:54:00,23:53:00,0.0,84.0
948,Thunderstorm,2009,8/21/2009,8/22/2009,CenterPoint Energy,Texas,TRE,"severe weather, thunderstorm",19:00:00,08:00:00,80000.0,544.0
949,Thunderstorm,2009,8/12/2009,8/12/2009,CenterPoint Energy,Texas,TRE,"severe weather, thunderstorm",18:25:00,10:00:00,73000.0,491.0
950,Severe Weather,2009,8/9/2009,8/10/2009,Consumers Energy,Michigan,RFC,"severe weather, thunderstorm",19:31:00,09:59:00,58156.0,
951,Severe Weather,2009,8/7/2009,8/11/2009,Detroit Edison,Unknown,RFC,"severe weather, wind, rain",23:00:00,22:00:00,137000.0,
952,Public Appeal,2009,8/5/2009,8/5/2009,ERCOT ISO,Colorado,TRE,public appeal,15:00:00,19:00:00,,
953,Thunderstorm,2009,8/4/2009,8/8/2009,Duke Energy Midwest,Indiana,RFC,"severe weather, thunderstorm",13:45:00,21:00:00,63700.0,50.0
954,Severe Weather,2009,8/2/2009,8/3/2009,PECO Energy,Delaware,RFC,"severe weather, wind",02:17:00,13:09:00,70264.0,
955,Loss of Part of Substation,2009,7/28/2009,7/28/2009,PacificCorp,Utah,WECC,equipment failure,20:18:00,20:33:00,,316.0
956,Failure of Computer Hardware Used for Monitoring,2009,7/27/2009,7/27/2009,Tennessee Valley Authority,Tennessee,SERC,equipment failure,05:05:00,05:47:00,,
957,Unit Tripped,2009,7/21/2009,7/21/2009,Crockett Cogeneration,California,WECC,generator trip,05:34:00,08:43:00,1.0,136.0
958,Severe Weather,2009,7/20/2009,7/22/2009,Public Service Company of Colorado,Colorado,WECC,"severe weather, thunderstorm",21:50:00,19:00:00,86058.0,150.0
959,Thunderstorm,2009,7/18/2009,7/19/2009,CenterPoint Energy,Texas,TRE,"severe weather, thunderstorm",19:00:00,21:00:00,73000.0,51.0
960,Public Appeal,2009,7/16/2009,7/16/2009,AEP West,Louisiana,SPP,public appeal,13:00:00,18:00:00,,
961,Public Appeal,2009,7/15/2009,7/15/2009,AEP West,Louisiana,SPP,public appeal,13:00:00,18:00:00,,
962,Public Appeal,2009,7/14/2009,7/14/2009,AEP West,Louisiana,SPP,public appeal,13:00:00,18:00:00,,
963,Public Appeal,2009,7/8/2009,7/8/2009,ERCOT ISO,Colorado,TRE,public appeal,13:30:00,19:00:00,,
964,Public Appeal,2009,7/7/2009,7/7/2009,ERCOT ISO,Texas,TRE,public appeal,15:30:00,19:00:00,,
965,Electrical System Separation,2009,7/2/2009,7/3/2009,ISO New England,Maine,NPCC,islanding,22:44:00,01:25:00,0.0,0.0
966,Severe Weather,2009,6/26/2009,6/29/2009,Connecticut Light and Power,Connecticut,NPCC,"severe weather, thunderstorm",17:00:00,09:00:00,50752.0,
967,Severe Weather,2009,6/26/2009,6/27/2009,Duke Energy Midwest,Indiana,RFC,"severe weather, thunderstorm",01:00:00,09:00:00,85000.0,327.0
968,Severe Weather,2009,6/25/2009,6/28/2009,Detroit Edison,Unknown,RFC,"severe weather, wind, rain",15:30:00,20:00:00,118000.0,
969,Public Appeal,2009,6/25/2009,6/25/2009,ERCOT ISO,Colorado,TRE,public appeal,15:16:00,19:00:00,,
970,Public Appeal,2009,6/24/2009,6/24/2009,SW Louisiana Electric Membership Corp/ Louisiana Generating LLC,Louisiana,SERC,public appeal,13:30:00,22:00:00,,
971,Severe Weather,2009,6/19/2009,6/19/2009,Exelon Corporation ComEd,Unknown,SERC,"severe weather, storm",13:00:00,23:59:00,245000.0,
972,Severe Weather,2009,6/19/2009,6/21/2009,Consumers Energy,Michigan,RFC,"severe weather, storm",00:01:00,23:00:00,99000.0,75.0
973,Fuel Supply,2009,6/16/2009,6/17/2009,California Department of Water Resources,Canada,WECC,fuel supply emergency,23:00:00,02:00:00,0.0,300.0
974,Severe Weather,2009,6/12/2009,6/12/2009,Tennessee Valley Authority,Tennessee,SERC,"severe weather, storm",16:37:00,18:53:00,136000.0,860.0
975,Severe Weather,2009,6/12/2009,6/13/2009,Southern Company,Georgia,SERC,"severe weather, thunderstorm",22:00:00,18:00:00,102000.0,290.0
976,Severe Weather,2009,6/12/2009,6/15/2009,Entergy Corporation,Mississippi,SERC,"severe weather, thunderstorm",17:45:00,23:59:00,81645.0,
977,Severe Weather,2009,6/10/2009,6/14/2009,"Oncor Electric Delivery Company, LLC",Texas,TRE,"severe weather, storm",18:00:00,10:00:00,800000.0,
978,Severe Weather,2009,6/9/2009,6/11/2009,Baltimore Gas and Electric,Maryland,RFC,"severe weather, thunderstorm",17:25:00,05:00:00,85091.0,60.0
979,Electrical System Separation,2009,6/5/2009,6/5/2009,Pacific Gas and Electric,California,WECC,islanding,13:38:00,20:18:00,70.0,1.0
980,Transmission Equipment,2009,5/29/2009,5/29/2009,Big Rivers Electric Corporation,Kentucky,SERC,"equipment failure, transmission interruption",09:05:00,19:57:00,1.0,342.0
981,Severe Weather,2009,5/8/2009,5/8/2009,The Empire District Electric Company,Missouri,SERC,"severe weather, thunderstorm",07:30:00,09:00:00,83000.0,266.0
982,Severe Weather,2009,5/8/2009,5/14/2009,Ameren,Illinois,SERC,"severe weather, thunderstorm",13:30:00,23:20:00,68800.0,300.0
983,Severe Weather,2009,4/27/2009,4/28/2009,CenterPoint Energy,Texas,TRE,"severe weather, wind",15:30:00,11:30:00,158000.0,176.0
984,Severe Weather,2009,4/25/2009,4/29/2009,Detroit Edison,Unknown,RFC,"severe weather, wind, rain",14:30:00,01:00:00,125000.0,
985,System Failure,2009,4/24/2009,4/24/2009,Constellation Energy,Louisiana,SERC,unknown,11:09:00,11:21:00,11000.0,32.0
986,Fuel Supply,2009,4/23/2009,Ongoing,"State of California, Department of Water Resources",Unknown,WECC,fuel supply emergency,00:00:00,,,
987,Load Interruption,2009,4/23/2009,4/23/2009,Southern California Edison Co,California,WECC,load shedding,17:54:00,19:58:00,280000.0,512.0
988,Transmission Equipment,2009,4/23/2009,4/24/2009,Puget Sound Energy,Washington,WECC,equipment failure,16:25:00,00:29:00,93300.0,244.0
989,Severe Weather,2009,4/10/2009,4/11/2009,Southern Company,Alabama,SERC,"severe weather, thunderstorm",22:00:00,02:30:00,56679.0,162.0
990,Severe Weather,2009,4/6/2009,4/8/2009,Consumers Energy,Michigan,RFC,"severe weather, winter storm",01:00:00,12:00:00,70793.0,75.0
991,Unit Shut Down,2009,3/8/2009,3/8/2009,Crockett Cogeneration,California,WECC,unknown,22:16:00,23:45:00,,150.0
992,Public Appeal,2009,3/3/2009,3/4/2009,American Electric Power,Virginia,RFC,public appeal,22:00:00,20:17:00,0.0,350.0
993,Fault On Line,2009,3/3/2009,4/26/2009,"New Covert Generating Company, LLC",Michigan,RFC,equipment failure,06:48:00,06:05:00,,378.0
994,Severe Weather,2009,3/1/2009,3/3/2009,Dominion Virginia/North Carolina Power,Virginia,SERC,"severe weather, winter storm",22:00:00,18:00:00,217000.0,210.0
995,Severe Weather,2009,3/1/2009,3/3/2009,Duke Energy Carolinas,Carolina,SERC,"severe weather, winter storm",20:54:00,16:06:00,180000.0,1000.0
996,Transmission Equipment,2009,3/1/2009,3/1/2009,El Paso Electric Company,Texas,WECC,"equipment failure, transmission interruption",00:15:00,03:00:00,132000.0,250.0
997,Severe Weather,2009,3/1/2009,3/1/2009,Southern Company,Unknown,SERC,severe weather,16:00:00,23:25:00,60000.0,75.0
998,Severe Weather,2009,2/23/2009,2/24/2009,Central Maine Power Company,Maine,NPCC,"severe weather, winter storm",02:38:00,13:46:00,131000.0,
999,Severe Weather,2009,2/13/2009,2/15/2009,Ohio Edison Company,Ohio,RFC,"severe weather, wind",02:30:00,03:00:00,184000.0,168.0
1000,Severe Weather,2009,2/12/2009,2/12/2009,Midwest ISO,Ohio,RFC,"severe weather, wind",02:30:00,06:00:00,184000.0,168.0
1001,Severe Weather,2009,2/12/2009,2/15/2009,Penelec,Pennsylvania,RFC,"severe weather, wind",08:00:00,22:00:00,132000.0,130.0
1002,Severe Weather,2009,2/11/2009,2/16/2009,Allegheny Power,Pennsylvania,RFC,"severe weather, thunderstorm",18:18:00,20:10:00,374644.0,
1003,Severe Weather,2009,2/11/2009,2/13/2009,American Electric Power,West Virginia,RFC,"severe weather, thunderstorm",18:00:00,17:00:00,279813.0,
1004,Severe Weather,2009,2/11/2009,2/12/2009,Midwest ISO,Ohio,RFC,"severe weather, thunderstorm",21:00:00,12:00:00,63000.0,350.0
1005,Severe Weather,2009,2/11/2009,2/11/2009,CenterPoint Energy,Texas,TRE,"severe weather, wind",02:30:00,12:00:00,64801.0,350.0
1006,Severe Weather,2009,2/11/2009,2/12/2009,Louisville Gas and Electric/Kentucky Utilities,Kentucky,RFC,"severe weather, thunderstorm",19:00:00,11:00:00,78000.0,
1007,Severe Weather,2009,1/28/2009,1/30/2009,Midwest ISO,Missouri,RFC,"severe weather, winter storm",00:10:00,21:20:00,1.0,300.0
1008,Severe Weather,2009,1/28/2009,1/30/2009,Duke Energy Ohio,Ohio,RFC,"severe weather, winter storm",10:00:00,21:20:00,53600.0,
1009,Severe Weather,2009,1/28/2009,2/13/2009,Duke Energy Indiana,Indiana,RFC,"severe weather, winter storm",07:50:00,08:03:00,53700.0,
1010,Severe Weather,2009,1/28/2009,2/13/2009,Midwest ISO,Illinois,RFC,"severe weather, winter storm",03:00:00,08:03:00,230300.0,
1011,Severe Weather,2009,1/28/2009,2/5/2009,Tennessee Valley Authority,Tennessee,SERC,"severe weather, winter storm",09:00:00,08:00:00,109527.0,
1012,Severe Weather,2009,1/28/2009,2/5/2009,Vectren Energy Delivery of Indiana,Indiana,RFC,"severe weather, winter storm",06:00:00,18:00:00,75000.0,506.0
1013,Severe Weather,2009,1/28/2009,2/7/2009,Henderson Municipal Power and Light,Kentucky,RFC,"severe weather, winter storm",04:00:00,17:00:00,3500.0,21.0
1014,Severe Weather,2009,1/27/2009,1/29/2009,American Electric Power,Unknown,RFC,"severe weather, winter storm",15:43:00,09:00:00,59402.0,
1015,Severe Weather,2009,1/27/2009,2/4/2009,Big Rivers Electric Corporation,Indiana,SERC,"severe weather, winter storm",07:10:00,19:30:00,3.0,350.0
1016,Severe Weather,2009,1/27/2009,1/30/2009,"Associated Electric Cooperative, Inc.",Missouri,SERC,"severe weather, winter storm",11:00:00,18:00:00,62500.0,200.0
1017,Severe Weather,2009,1/27/2009,1/29/2009,Arkansas Electric Cooperative Corporation,Arkansas,SERC,"severe weather, winter storm",21:00:00,06:00:00,215700.0,600.0
1018,Severe Weather,2009,1/27/2009,1/31/2009,"East Kentucky Power Cooperative, Inc.",Kentucky,SERC,"severe weather, winter storm",05:03:00,17:15:00,190000.0,600.0
1019,Severe Weather,2009,1/27/2009,2/3/2009,Entergy Corporation,Arkansas,SERC,"severe weather, winter storm",13:46:00,17:00:00,111818.0,
1020,Severe Weather,2009,1/27/2009,1/29/2009,Louisville Gas and Electric/Kentucky Utilities,Kentucky,RFC,"severe weather, winter storm",05:00:00,16:30:00,383000.0,
1021,Severe Weather,2009,1/27/2009,1/27/2009,Tennessee Valley Autbority,Virginia,SERC,"severe weather, winter storm",21:45:00,22:17:00,1.0,850.0
1022,Firm Load,2009,1/22/2009,1/22/2009,Crawfordsville Electric Light and Power,Indiana,RFC,load shedding,16:00:00,17:05:00,9700.0,50.0
1023,Fuel Supply,2009,1/17/2009,1/25/2009,"State Line Energy, LLC",Indiana,RFC,fuel supply emergency,08:00:00,08:00:00,,
1024,Transmission Equipment,2009,1/8/2009,1/9/2009,Florida Keys Electric Cooperative Assoc. Inc.,Florida,FRCC,"equipment failure, transmission interruption",23:46:00,11:25:00,31000.0,55.0
1025,Severe Weather,2009,1/7/2009,1/7/2009,Duke Energy Carolinas,North Carolina,SERC,"severe weather, wind",17:00:00,20:05:00,70000.0,300.0
1026,Severe Weather,2009,1/5/2009,1/6/2009,"Oncor Electric Delivery Company, LLC",Texas,TRE,"severe weather, storm",05:00:00,18:00:00,157019.0,
1027,Firm Load,2008,12/30/2008,12/30/2008,Crawfordsville Electric Light and Power,Indiana,RFC,load shedding,16:02:00,16:37:00,9700.0,41.0
1028,Severe Weather,2008,12/28/2008,12/31/2008,Consumers Energy,Michigan,RFC,"severe weather, wind",04:45:00,18:00:00,210517.0,
1029,Severe Weather,2008,12/28/2008,12/28/2008,Midwest ISO,Michigan,RFC,"severe weather, wind",11:45:00,23:30:00,230000.0,
1030,Severe Weather,2008,12/27/2008,1/1/2008,DTE Energy,Michigan,RFC,"severe weather, wind",16:00:00,23:30:00,247847.0,
1031,Lightning,2008,12/26/2008,12/27/2008,"Hawaiian Electric Company, Inc.",Hawaii,HI,"severe weather, thunderstorm",18:13:00,17:00:00,294000.0,1060.0
1032,Firm Load,2008,12/26/2008,12/26/2008,Sacramento Municipal Utility District,California,WECC,load shedding,11:40:00,15:34:00,50000.0,110.0
1033,Severe Weather,2008,12/19/2008,12/20/2008,Midwest ISO,Indiana,RFC,"severe weather, winter storm",09:00:00,08:20:00,50000.0,
1034,Electrical System Separation,2008,12/19/2008,12/19/2008,Pacific Gas and Electric Company,California,WECC,islanding,01:02:00,06:17:00,638.0,1.0
